"","Peso","Altura","Edad","Minutos jugados","Partidos jugados","Partidos como titular","Goles","Tarjetas amarillas"
"1",1.60124022722166,1.9024262686917,1.57250700714192,1.41402769608188,1.14845547374999,1.3306197428483,5.3135187559881e-17,-5.96150884818177e-17
"3",-0.555589186063421,-0.274021971293272,1.34584727588254,1.02119053487625,0.797917401595896,0.648174230838757,-0.0938553198040966,-0.993846016669266
"4",-0.411800558511082,-0.429482559863628,-1.14740976797063,-0.731204801632352,-0.954772959174576,-0.716716793180327,5.3135187559881e-17,-5.96150884818177e-17
"5",0.393415755782016,0.347820382988149,-1.60072923048939,-1.53054302530294,-2.00638717563686,1.34187948258439e-16,5.3135187559881e-17,-5.96150884818177e-17
"6",-0.843166441168099,-1.05132491414505,-0.0141111116737356,-0.796108332614152,-0.253696814866387,-1.0579395491851,5.3135187559881e-17,-5.96150884818177e-17
"7",0.594719834355291,0.192359794417794,-0.0141111116737356,0.542953990799825,0.447379329441801,0.648174230838757,-1.0532652555793,-0.993846016669266
"8",2.00384838436821,1.43604450298064,0.665868082104401,1.41402769608188,1.14845547374999,1.3306197428483,5.3135187559881e-17,-0.993846016669266
"9",-0.986955068720438,0.347820382988149,1.57250700714192,1.40377977013738,1.14845547374999,1.3306197428483,5.3135187559881e-17,2.96346812243199
"10",0.882297089459969,1.9024262686917,-1.60072923048939,-1.03864257996719,-1.30531103132867,-1.39916230518987,5.3135187559881e-17,-5.96150884818177e-17
"11",1.45745159966932,0.347820382988149,-0.920750036711251,-0.987402950244721,-0.604234887020482,-1.39916230518987,5.3135187559881e-17,-5.96150884818177e-17
"12",-1.56210957892979,-2.29500962270789,-0.694090305451872,-0.112913269647837,0.797917401595896,-0.375494037175556,-1.0532652555793,0.325258696364487
"13",-0.555589186063421,-0.429482559863628,0.212548619585643,-0.331535689797058,0.447379329441801,-0.375494037175556,-0.0938553198040966,-5.96150884818177e-17
"15",-1.15950142178325,-0.584943148433983,-1.14740976797063,0.153532804909025,0.096841257287707,-0.0342712811707849,5.3135187559881e-17,-5.96150884818177e-17
"16",-0.555589186063421,-1.2067855027154,-0.694090305451872,1.39011586887806,1.14845547374999,1.3306197428483,5.3135187559881e-17,-5.96150884818177e-17
"17",-1.13074369627278,-0.895864325574694,-0.920750036711251,-1.64327021069238,-1.65584910348276,1.34187948258439e-16,5.3135187559881e-17,-5.96150884818177e-17
"18",-0.555589186063421,-1.2067855027154,-0.240770842933114,0.501962287021846,0.797917401595896,0.306951474833986,5.3135187559881e-17,0.325258696364487
"21",1.745028854774,0.347820382988149,-0.467430574192493,-1.52371107467328,-1.65584910348276,1.34187948258439e-16,5.3135187559881e-17,-5.96150884818177e-17
"22",0.163353951698274,-0.429482559863628,0.89252781336378,0.283339866872625,0.447379329441801,0.306951474833986,5.3135187559881e-17,-0.993846016669266
"23",1.02608571701231,0.192359794417794,-0.0141111116737356,-1.60911045754407,-2.00638717563686,1.34187948258439e-16,5.3135187559881e-17,-5.96150884818177e-17
"24",-0.0810867151407027,-0.118561382722917,-0.0141111116737356,0.447306681984541,0.447379329441801,0.306951474833986,-0.0938553198040966,-0.993846016669266
"25",0.882297089459969,0.347820382988149,-1.37406949923001,-0.526246282742458,-0.604234887020482,-0.716716793180327,0.865554615971111,-0.993846016669266
"78",0.450931206802952,0.65874156012886,-1.82738896174877,-1.3529123089317,-2.00638717563686,-1.74038506119464,5.3135187559881e-17,-5.96150884818177e-17
"80",0.882297089459969,0.347820382988149,-0.240770842933114,1.10658991774703,0.797917401595896,0.989396986843529,5.3135187559881e-17,-5.96150884818177e-17
"81",0.73850846190763,0.503280971558505,-0.240770842933114,0.495130336392183,0.447379329441801,0.306951474833986,5.3135187559881e-17,1.64436340939824
"82",-0.555589186063421,1.74696568012134,-0.467430574192493,-0.679965171909879,-0.954772959174576,-1.0579395491851,5.3135187559881e-17,-5.96150884818177e-17
"83",1.31366297211699,0.969662737269571,0.212548619585643,1.41402769608188,1.14845547374999,1.3306197428483,-1.0532652555793,1.64436340939824
"84",0.163353951698274,0.347820382988149,-1.37406949923001,0.737664583745225,0.447379329441801,0.648174230838757,5.3135187559881e-17,-0.993846016669266
"85",-0.268011930958743,-0.740403737004338,0.89252781336378,-0.697045048484037,-0.954772959174576,-1.0579395491851,5.3135187559881e-17,-5.96150884818177e-17
"90",-0.124223303406404,0.503280971558505,-0.920750036711251,-1.02156270339304,-0.954772959174576,-1.0579395491851,5.3135187559881e-17,-5.96150884818177e-17
"91",-1.99347546158681,-1.82862785699683,0.212548619585643,1.41402769608188,1.14845547374999,1.3306197428483,-1.0532652555793,-0.993846016669266
"92",0.307142579250613,1.12512332583993,-0.694090305451872,0.980198831098267,1.14845547374999,0.306951474833986,5.3135187559881e-17,-0.993846016669266
